habit_id,student_id,study_hours_weekly,study_location,preferred_study_time,study_method,procrastination_level,organization_level,uses_study_aids,academic_term,academic_year,country
NGA_HAB_00088653,NGA_STU_00031592,11.8,Classroom,Evening,Video Tutorials,3.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00081108,NGA_STU_00043785,13.3,Cafe,Evening,Reading,2.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00008115,NGA_STU_00004025,2.9,Home,Morning,Group Study,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00041210,NGA_STU_00047867,,Classroom,Morning,Video Tutorials,2.0,1.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00075178,NGA_STU_00001194,11.5,Classroom,Evening,Reading,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00022285,NGA_STU_00040626,4.7,Classroom,Evening,Note-taking,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00007730,NGA_STU_00074205,1.5,Study Group,Morning,Practice Problems,5.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00065390,NGA_STU_00086726,4.5,Home,Evening,Video Tutorials,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00006529,NGA_STU_00061861,14.7,Home,Variable,Reading,1.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00036711,NGA_STU_00051065,12.5,Online,Afternoon,Flashcards,5.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00031774,NGA_STU_00084013,6.5,Study Group,Evening,Video Tutorials,5.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00033571,NGA_STU_00027256,4.3,Study Group,Afternoon,Reading,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00078202,NGA_STU_00083664,19.1,Classroom,Night,Group Study,4.0,2.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00020821,NGA_STU_00070063,4.9,Classroom,Afternoon,Practice Problems,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00011947,NGA_STU_00082636,10.1,Online,Variable,Group Study,5.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00070954,NGA_STU_00038424,1.8,Library,Afternoon,Reading,5.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00000820,NGA_STU_00053330,9.5,Home,Night,Note-taking,2.0,1.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00083233,NGA_STU_00041945,12.6,Home,Morning,Reading,3.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00085373,NGA_STU_00036301,3.0,Library,Evening,Group Study,3.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00097525,NGA_STU_00020812,3.9,Classroom,Morning,Reading,3.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00097699,NGA_STU_00045732,9.9,Online,Afternoon,Reading,3.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00078884,NGA_STU_00043637,7.9,Library,Night,Video Tutorials,3.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00053530,NGA_STU_00067504,13.2,Home,Morning,Video Tutorials,3.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00059528,NGA_STU_00075563,14.9,Online,Evening,Group Study,2.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00072989,NGA_STU_00007934,5.1,,Afternoon,Group Study,4.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00091613,NGA_STU_00089603,3.4,Home,Evening,Video Tutorials,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00056056,NGA_STU_00088898,10.1,Study Group,Evening,Practice Problems,5.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00082059,NGA_STU_00040396,9.0,Library,Morning,Video Tutorials,3.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00009342,NGA_STU_00080103,3.4,Study Group,Afternoon,Note-taking,5.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00088002,NGA_STU_00055908,13.2,Home,Variable,Reading,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00050950,NGA_STU_00010281,14.0,Home,Night,Group Study,2.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00066157,NGA_STU_00029303,23.2,Classroom,Variable,Practice Problems,2.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00068663,NGA_STU_00024510,12.3,Home,Afternoon,Note-taking,3.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00062296,NGA_STU_00023055,9.1,Home,Evening,Practice Problems,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00081757,NGA_STU_00088024,11.3,Classroom,Morning,Reading,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00022810,NGA_STU_00088732,15.0,Home,Morning,Reading,2.0,1.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00012074,NGA_STU_00060032,17.3,Library,Evening,Note-taking,5.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00019325,NGA_STU_00067975,15.7,Study Group,Morning,Group Study,2.0,1.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00076538,NGA_STU_00063549,12.7,Home,Morning,Reading,5.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00024088,NGA_STU_00054971,7.6,Study Group,Afternoon,Reading,5.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00060681,NGA_STU_00072423,9.0,Home,Evening,Video Tutorials,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00094363,NGA_STU_00082892,9.6,Home,Variable,Note-taking,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00012557,NGA_STU_00044324,6.1,Cafe,Evening,Practice Problems,4.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00097799,NGA_STU_00083001,18.0,Library,Night,Reading,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00029019,NGA_STU_00023265,14.9,Library,Evening,Reading,4.0,,True,Term 3,2024/2025,Nigeria
NGA_HAB_00050960,NGA_STU_00015783,4.4,Home,Afternoon,Practice Problems,4.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00029615,NGA_STU_00043263,6.6,Home,Afternoon,Group Study,4.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00060300,NGA_STU_00073110,10.4,Home,Afternoon,Practice Problems,2.0,1.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00023158,NGA_STU_00024336,11.1,Home,Evening,Practice Problems,3.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00054506,NGA_STU_00081478,8.2,Library,Afternoon,Practice Problems,4.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00049248,NGA_STU_00032477,3.2,Library,Evening,Note-taking,3.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00066071,NGA_STU_00085189,5.4,Home,Afternoon,Reading,1.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00074562,NGA_STU_00028824,4.4,Home,Afternoon,Group Study,,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00078605,NGA_STU_00057289,7.3,Home,Morning,Practice Problems,3.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00078622,NGA_STU_00004661,5.9,Home,Night,Practice Problems,1.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00009709,NGA_STU_00071820,,Home,Night,Note-taking,,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00067511,NGA_STU_00062878,7.8,Library,Morning,Note-taking,2.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00070767,NGA_STU_00037748,10.2,Library,Variable,Note-taking,4.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00055101,NGA_STU_00081764,2.3,Home,Afternoon,Note-taking,2.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00043430,NGA_STU_00087651,8.5,Home,Night,Reading,4.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00046048,NGA_STU_00004047,13.3,Home,Afternoon,Note-taking,5.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00033423,NGA_STU_00080855,5.3,Cafe,Morning,Reading,,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00028912,NGA_STU_00012069,3.0,Study Group,Night,Group Study,,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00096346,NGA_STU_00094557,13.5,Home,Night,Reading,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00054085,NGA_STU_00054376,14.8,Library,Morning,Flashcards,5.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00050656,NGA_STU_00086829,8.8,Home,Evening,Practice Problems,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00034919,NGA_STU_00044308,9.4,Cafe,Morning,Note-taking,4.0,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00041915,NGA_STU_00010031,10.0,Library,Night,Note-taking,2.0,1.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00013711,NGA_STU_00061836,11.5,Library,Evening,Group Study,3.0,3.0,True,,2024/2025,Nigeria
NGA_HAB_00044642,NGA_STU_00081858,13.5,Study Group,Afternoon,Reading,4.0,3.0,False,,2023/2024,Nigeria
NGA_HAB_00001742,NGA_STU_00097624,5.9,Study Group,Afternoon,Video Tutorials,5.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00088334,NGA_STU_00089747,14.3,Library,Afternoon,Note-taking,3.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00025892,NGA_STU_00030331,6.7,Home,Morning,Practice Problems,3.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00079271,NGA_STU_00050606,11.9,Library,Variable,Reading,2.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00099565,NGA_STU_00047955,2.7,Cafe,Evening,Reading,3.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00059134,NGA_STU_00004985,10.9,Library,Variable,Reading,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00085809,NGA_STU_00005262,4.1,Home,Morning,Reading,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00047337,NGA_STU_00039467,11.1,Classroom,Variable,Note-taking,2.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00060234,NGA_STU_00079650,9.1,Library,Morning,Note-taking,5.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00079264,NGA_STU_00059979,18.2,Study Group,Night,Reading,1.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00057750,NGA_STU_00090883,9.1,Online,Evening,Practice Problems,3.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00023661,NGA_STU_00090033,7.6,Home,Night,Note-taking,4.0,,True,Term 3,2023/2024,Nigeria
NGA_HAB_00048885,NGA_STU_00015136,11.1,Home,Morning,Reading,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00033739,NGA_STU_00078868,5.3,Online,Evening,Flashcards,2.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00059856,NGA_STU_00051114,5.7,Home,Evening,Note-taking,1.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00072446,NGA_STU_00067586,6.1,Home,Variable,Practice Problems,,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00047643,NGA_STU_00016147,3.7,Home,Afternoon,Flashcards,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00059705,NGA_STU_00075382,10.8,Study Group,Morning,Reading,2.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00089911,NGA_STU_00061249,3.1,Classroom,Afternoon,Practice Problems,4.0,5.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00052291,NGA_STU_00012756,3.8,Home,Afternoon,Reading,1.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00042104,NGA_STU_00044329,5.9,Library,Morning,Group Study,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00040457,NGA_STU_00054130,20.5,Home,Morning,Group Study,3.0,4.0,True,,2024/2025,Nigeria
NGA_HAB_00064556,NGA_STU_00020162,6.3,Home,Afternoon,Practice Problems,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00034431,NGA_STU_00029059,14.5,Library,Afternoon,Reading,5.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00036854,NGA_STU_00058261,9.4,Classroom,Morning,Note-taking,4.0,5.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00088293,NGA_STU_00082529,3.2,Study Group,Afternoon,Video Tutorials,3.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00009274,NGA_STU_00075282,9.2,Home,Morning,Reading,1.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00024868,NGA_STU_00043809,4.3,Classroom,Morning,Note-taking,5.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00057537,NGA_STU_00020829,2.7,Home,Morning,Flashcards,3.0,5.0,False,Term 1,2023/2024,
NGA_HAB_00091034,NGA_STU_00083109,11.6,Study Group,Night,Flashcards,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00043656,NGA_STU_00084092,7.1,Study Group,Morning,Reading,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00014729,NGA_STU_00067612,16.5,Cafe,Afternoon,Reading,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00081465,NGA_STU_00056788,5.1,Classroom,Afternoon,Practice Problems,2.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00069189,NGA_STU_00038659,4.9,Study Group,Afternoon,Note-taking,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00013535,NGA_STU_00002654,9.7,Library,Night,Practice Problems,1.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00090178,NGA_STU_00091614,5.5,Study Group,Evening,Reading,1.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00049193,NGA_STU_00055197,5.0,Library,Afternoon,Reading,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00005809,NGA_STU_00039019,5.0,Home,Morning,Group Study,3.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00007984,NGA_STU_00080730,19.7,Home,Morning,Note-taking,4.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00026526,NGA_STU_00089897,4.0,Home,Morning,Group Study,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00028422,NGA_STU_00093079,4.4,Classroom,Evening,Group Study,2.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00098623,NGA_STU_00043034,3.0,Home,Evening,Reading,2.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00055023,NGA_STU_00089657,2.4,Library,Evening,Group Study,3.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00082933,NGA_STU_00024130,4.3,Online,Morning,Group Study,3.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00004256,NGA_STU_00028328,9.9,Classroom,Evening,Reading,1.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00091232,NGA_STU_00064467,8.1,Cafe,Night,Reading,3.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00042327,NGA_STU_00060865,4.9,Study Group,Morning,Note-taking,4.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00006396,NGA_STU_00094913,3.6,Study Group,Morning,Video Tutorials,1.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00084113,NGA_STU_00059030,10.4,Home,Night,Reading,4.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00050673,NGA_STU_00009240,5.9,Library,Afternoon,Practice Problems,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00093878,NGA_STU_00046913,3.2,Library,Evening,Reading,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00043817,NGA_STU_00079964,8.6,Home,Evening,Reading,4.0,1.0,True,Term 2,,Nigeria
NGA_HAB_00070967,NGA_STU_00066951,10.8,Study Group,Afternoon,Video Tutorials,3.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00079677,NGA_STU_00025223,5.2,Classroom,Evening,Group Study,5.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00037816,NGA_STU_00099124,11.2,Online,Evening,Reading,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00047454,NGA_STU_00030093,3.8,Home,Afternoon,Reading,1.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00025238,NGA_STU_00004558,5.6,Home,Afternoon,Practice Problems,1.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00038689,NGA_STU_00087053,6.6,Library,Evening,Note-taking,5.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00010021,NGA_STU_00094707,4.2,Home,Afternoon,Reading,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00090466,NGA_STU_00014393,9.7,Home,Morning,Practice Problems,4.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00045899,NGA_STU_00060211,5.2,Study Group,Evening,Practice Problems,4.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00075255,NGA_STU_00053568,6.1,Study Group,Evening,Group Study,4.0,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00051751,NGA_STU_00024463,7.3,Home,Morning,Practice Problems,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00098113,NGA_STU_00007254,2.1,Cafe,Evening,Note-taking,3.0,4.0,False,Term 3,2024/2025,
NGA_HAB_00040145,NGA_STU_00055134,4.7,Library,Afternoon,Video Tutorials,2.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00076715,NGA_STU_00010269,4.8,Home,Afternoon,Practice Problems,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00094488,NGA_STU_00011928,7.4,Study Group,Evening,Reading,4.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00021290,NGA_STU_00026170,5.3,Classroom,Evening,Reading,3.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00063801,NGA_STU_00085634,,Study Group,Evening,Practice Problems,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00045122,NGA_STU_00073440,8.0,Home,Afternoon,Reading,4.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00076831,NGA_STU_00024032,15.8,Study Group,Night,Reading,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00098590,NGA_STU_00087276,11.8,Online,Evening,Flashcards,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00043357,NGA_STU_00091714,11.0,Library,Afternoon,Reading,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00061111,NGA_STU_00089942,8.4,Study Group,Night,Note-taking,2.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00024345,NGA_STU_00099618,4.8,Home,Afternoon,Flashcards,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00001224,NGA_STU_00001645,10.2,Online,Morning,Group Study,2.0,1.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00046222,NGA_STU_00086063,8.9,Classroom,Afternoon,Note-taking,3.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00055676,NGA_STU_00052550,5.3,Study Group,Morning,Note-taking,5.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00070830,NGA_STU_00062893,12.0,Home,Evening,Reading,3.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00050322,NGA_STU_00035689,12.9,Classroom,Night,Video Tutorials,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00081971,NGA_STU_00043476,6.8,Library,Morning,Group Study,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00014535,NGA_STU_00074283,6.3,Home,Variable,Group Study,1.0,1.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00061655,NGA_STU_00044569,6.9,Home,Afternoon,Flashcards,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00069662,NGA_STU_00094632,9.6,Study Group,Morning,Practice Problems,4.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00034043,NGA_STU_00088641,2.8,Online,Evening,Video Tutorials,5.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00058388,NGA_STU_00006157,7.9,Study Group,Morning,Video Tutorials,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00018329,NGA_STU_00049079,3.1,Home,Night,Flashcards,5.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00077217,NGA_STU_00046531,2.2,Home,Evening,Note-taking,2.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00036823,NGA_STU_00060594,3.1,Classroom,Afternoon,Practice Problems,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00006231,NGA_STU_00084149,14.5,Home,Morning,Reading,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00059779,NGA_STU_00061173,4.0,Online,Morning,Practice Problems,2.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00054887,NGA_STU_00084854,13.7,Home,Evening,Reading,4.0,,True,Term 3,2024/2025,Nigeria
NGA_HAB_00019458,NGA_STU_00037760,5.0,Library,Evening,Group Study,5.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00014522,NGA_STU_00050621,3.9,Cafe,Evening,Practice Problems,5.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00048655,NGA_STU_00021735,17.3,Home,Morning,Reading,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00094589,NGA_STU_00066106,5.2,Classroom,Afternoon,Practice Problems,3.0,3.0,True,Term 2,2024/2025,
NGA_HAB_00038139,NGA_STU_00012467,10.7,Home,Night,Practice Problems,3.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00022661,NGA_STU_00054777,8.3,Home,Evening,Reading,4.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00083120,NGA_STU_00018918,7.5,Library,Evening,Group Study,1.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00033878,NGA_STU_00091616,4.5,Library,Afternoon,Reading,2.0,1.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00072366,NGA_STU_00012626,6.1,Home,Afternoon,Practice Problems,4.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00067717,NGA_STU_00043513,6.1,Home,Afternoon,Reading,4.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00058937,NGA_STU_00089130,9.2,Study Group,Morning,Note-taking,3.0,1.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00053204,NGA_STU_00097559,11.2,Home,Night,Practice Problems,3.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00056749,NGA_STU_00081623,4.8,,Night,Reading,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00010765,NGA_STU_00077198,7.2,Online,Morning,Practice Problems,3.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00086983,NGA_STU_00003528,,Home,Evening,Reading,2.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00074483,NGA_STU_00071936,9.2,Library,Afternoon,Reading,4.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00059452,NGA_STU_00038157,6.7,Home,Afternoon,Video Tutorials,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00047228,NGA_STU_00012965,8.1,Home,Evening,Practice Problems,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00081261,NGA_STU_00006164,17.2,Home,Afternoon,Group Study,4.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00049242,NGA_STU_00089990,7.6,Online,Afternoon,Group Study,3.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00017760,NGA_STU_00085455,3.6,Classroom,Evening,Group Study,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00016316,NGA_STU_00021784,5.2,Home,Evening,Reading,4.0,4.0,True,Term 2,2023/2024,
NGA_HAB_00072641,NGA_STU_00064992,6.8,Library,Evening,Note-taking,4.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00022227,NGA_STU_00096256,10.8,Home,Afternoon,Practice Problems,1.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00066442,NGA_STU_00085868,10.9,Study Group,Afternoon,Note-taking,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00094065,NGA_STU_00013989,9.3,Home,Evening,Reading,5.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00080963,NGA_STU_00067628,10.3,Library,Evening,Practice Problems,3.0,1.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00045651,NGA_STU_00011575,10.0,Home,Night,Note-taking,2.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00026091,NGA_STU_00052282,10.6,Home,Evening,Reading,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00076336,NGA_STU_00007629,4.1,Home,Afternoon,Note-taking,4.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00058778,NGA_STU_00019128,5.4,Home,Variable,Practice Problems,5.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00055628,NGA_STU_00012660,8.2,Home,Evening,Note-taking,1.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00072403,NGA_STU_00028874,4.6,Home,Evening,Video Tutorials,2.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00032417,NGA_STU_00058738,7.3,Home,Evening,Group Study,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00016910,NGA_STU_00035592,11.0,Home,Night,Note-taking,1.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00028399,NGA_STU_00077195,7.9,Home,Night,Reading,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00017092,NGA_STU_00054033,11.8,Library,Variable,Reading,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00009188,NGA_STU_00007957,10.4,Home,Night,Reading,1.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00068672,NGA_STU_00042483,8.1,Study Group,Afternoon,Practice Problems,5.0,,True,Term 3,2024/2025,Nigeria
NGA_HAB_00037934,NGA_STU_00023501,7.7,Home,Night,Group Study,4.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00076564,NGA_STU_00061384,7.9,Library,Morning,Reading,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00039152,NGA_STU_00069539,,Home,Afternoon,Reading,2.0,1.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00083896,NGA_STU_00011993,7.9,Study Group,Night,Practice Problems,1.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00056349,NGA_STU_00025344,2.4,Study Group,Afternoon,Note-taking,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00028012,NGA_STU_00087359,14.5,Study Group,Night,Reading,2.0,3.0,True,Term 2,2024/2025,Nigeria
